id,slug,category,record_type,sku,image_filename,image,publish_status,availability,price,currency,stock_qty,ar_name,ar_short_description,ar_description,ar_specifications,ar_uses,tr_name,tr_short_description,tr_description,tr_specifications,tr_uses,en_name,en_short_description,en_description,en_specifications,en_uses,bg_name,bg_short_description,bg_description,bg_specifications,bg_uses
ps-f2f33383dac44e1995c08deed02925fa,tape-jumbo-clear-42um-f2f33383,adhesive-tapes,product,,tape-jumbo-clear-42um-f2f33383.webp,images/products/tape-jumbo-clear-42um-f2f33383.webp,ready,on_request,,,,شريط تغليف هوتملت جامبو — 42 ميكرون · شفاف,شريط لاصق Hotmelt لإغلاق الكراتين.,لتجهيز الطرود للشحن والتخزين. تُختار أبعاد الرول حسب الاستخدام، ويُراجع توافقه مع موزع الشريط أو ماكينة إغلاق الكراتين. البيانات المحددة لهذا الصنف: السمك: 42 ميكرون; اللون: شفاف.,"[{""key"": ""thickness"", ""label"": ""السمك"", ""value"": ""42 ميكرون""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""شفاف""}]","[""إغلاق الكراتين""]",Hotmelt koli bandı Jumbo — 42 µm · Şeffaf,Koli kapatma için hotmelt yapışkanlı bant.,Paketlerin sevkiyata ve depolamaya hazırlanmasında kullanılır. Rulo ölçüsü uygulamaya göre seçilir. Bant aparatı veya koli kapatma makinesiyle uyumluluk kontrol edilmelidir. Bu ürün için belirtilen bilgiler: Kalınlık: 42 µm; Renk: Şeffaf.,"[{""key"": ""thickness"", ""label"": ""Kalınlık"", ""value"": ""42 µm""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Şeffaf""}]","[""Koli kapatma""]",Hotmelt packing tape Jumbo — 42 µm · Clear,Hotmelt adhesive tape for carton sealing.,For preparing packages for dispatch and storage. Select the roll dimensions for the application and check compatibility with the tape dispenser or carton sealing machine. Details specified for this item: Thickness: 42 µm; Colour: Clear.,"[{""key"": ""thickness"", ""label"": ""Thickness"", ""value"": ""42 µm""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""Clear""}]","[""Carton sealing""]",Hotmelt опаковъчно тиксо Джъмбо — 42 µm · Прозрачно,Опаковъчно тиксо с hotmelt лепило за затваряне на кашони.,За подготовка на пратки за транспорт и съхранение. Размерите на ролката се избират според приложението. Проверете съвместимостта с диспенсера или машината за затваряне на кашони. Посочени данни за артикула: Дебелина: 42 µm; Цвят: Прозрачно.,"[{""key"": ""thickness"", ""label"": ""Дебелина"", ""value"": ""42 µm""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Прозрачно""}]","[""Затваряне на кашони""]"
ps-cd6909e135914a57a360a9cf3a8d7031,jumbo-core-cd6909e1,winding-cores,product,,jumbo-core-cd6909e1.webp,images/products/jumbo-core-cd6909e1.webp,ready,on_request,,,,قلب رول كرتوني,ماسورة كرتونية للف مواد التعبئة.,تُختار أبعاد القلب ووزنه وفق نوع المادة ومعدة اللف. يُؤكد القطر الداخلي وسمك الجدار عند الطلب إذا لم يردا في بيانات الصنف.,[],"[""لف الأفلام والأشرطة""]",Karton masura,Ambalaj malzemelerinin sarımı için karton masura.,"Masura ölçüsü ve ağırlığı, sarılacak malzemeye ve ekipmana göre seçilir. İç çap ve et kalınlığı ürün bilgisinde yoksa siparişte doğrulanmalıdır.",[],"[""Film ve bant sarımı""]",Cardboard winding core,Cardboard core for winding packaging materials.,Select core dimensions and weight to match the material and winding equipment. Confirm internal diameter and wall thickness at order if absent from the item details.,[],"[""Film and tape winding""]",Картонена шпула,Картонена шпула за навиване на опаковъчни материали.,"Размерите и теглото се избират според материала и оборудването. Ако липсват в данните, вътрешният диаметър и дебелината на стената се потвърждават при поръчка.",[],"[""Навиване на фолио и ленти""]"
ps-a1934c3704254a6196c5799e3f8519d6,paper-tape-40mm-25m-a1934c37,adhesive-tapes,product,,paper-tape-40mm-25m-a1934c37.webp,images/products/paper-tape-40mm-25m-a1934c37.webp,ready,on_request,,,,شريط ورقي — 40 مم · 25 م,شريط لاصق ورقي لأعمال التعبئة المناسبة.,يُختار العرض والطول حسب الاستخدام. تُراجع طبيعة اللاصق وملاءمة السطح قبل اعتماده في عملية التعبئة. البيانات المحددة لهذا الصنف: العرض: 40 مم; الطول: 25 م.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""40 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""25 م""}]","[""أعمال التعبئة والتثبيت المؤقت""]",Kâğıt bant — 40 mm · 25 m,Uygun ambalajlama işleri için kâğıt yapışkan bant.,Genişlik ve uzunluk uygulamaya göre seçilir. Paketleme sürecinde kullanılmadan önce yapışkan türü ve yüzey uyumu doğrulanmalıdır. Bu ürün için belirtilen bilgiler: Genişlik: 40 mm; Uzunluk: 25 m.,"[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""40 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""25 m""}]","[""Paketleme ve geçici sabitleme""]",Paper adhesive tape — 40 mm · 25 m,Paper adhesive tape for suitable packing applications.,Choose width and length for the task. Confirm adhesive type and surface compatibility before adopting it in the packing process. Details specified for this item: Width: 40 mm; Length: 25 m.,"[{""key"": ""width"", ""label"": ""Width"", ""value"": ""40 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""25 m""}]","[""Packing and temporary fixing""]",Хартиена лепяща лента — 40 mm · 25 m,Хартиена лепяща лента за подходящи опаковъчни приложения.,Ширината и дължината се избират според задачата. Проверете вида лепило и съвместимостта с повърхността преди използване в опаковъчния процес. Посочени данни за артикула: Ширина: 40 mm; Дължина: 25 m.,"[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""40 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""25 m""}]","[""Опаковане и временно фиксиране""]"
ps-9640d07cca7148aebca8e64d0681a291,paper-tape-40mm-40m-9640d07c,adhesive-tapes,product,,paper-tape-40mm-40m-9640d07c.webp,images/products/paper-tape-40mm-40m-9640d07c.webp,ready,on_request,,,,شريط ورقي — 40 مم · 40 م,شريط لاصق ورقي لأعمال التعبئة المناسبة.,يُختار العرض والطول حسب الاستخدام. تُراجع طبيعة اللاصق وملاءمة السطح قبل اعتماده في عملية التعبئة. البيانات المحددة لهذا الصنف: العرض: 40 مم; الطول: 40 م.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""40 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""40 م""}]","[""أعمال التعبئة والتثبيت المؤقت""]",Kâğıt bant — 40 mm · 40 m,Uygun ambalajlama işleri için kâğıt yapışkan bant.,Genişlik ve uzunluk uygulamaya göre seçilir. Paketleme sürecinde kullanılmadan önce yapışkan türü ve yüzey uyumu doğrulanmalıdır. Bu ürün için belirtilen bilgiler: Genişlik: 40 mm; Uzunluk: 40 m.,"[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""40 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""40 m""}]","[""Paketleme ve geçici sabitleme""]",Paper adhesive tape — 40 mm · 40 m,Paper adhesive tape for suitable packing applications.,Choose width and length for the task. Confirm adhesive type and surface compatibility before adopting it in the packing process. Details specified for this item: Width: 40 mm; Length: 40 m.,"[{""key"": ""width"", ""label"": ""Width"", ""value"": ""40 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""40 m""}]","[""Packing and temporary fixing""]",Хартиена лепяща лента — 40 mm · 40 m,Хартиена лепяща лента за подходящи опаковъчни приложения.,Ширината и дължината се избират според задачата. Проверете вида лепило и съвместимостта с повърхността преди използване в опаковъчния процес. Посочени данни за артикула: Ширина: 40 mm; Дължина: 40 m.,"[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""40 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""40 m""}]","[""Опаковане и временно фиксиране""]"
ps-72c13ee0bfde4914a06368e83d2449c3,foam-edge-72c13ee0,protective-packaging,product,,foam-edge-72c13ee0.webp,images/products/foam-edge-72c13ee0.webp,ready,on_request,,,,زاوية حماية بولي إيثيلين — أزرق,قطاع بولي إيثيلين لحماية الزوايا والحواف.,يُختار شكل القطاع ومقاسه وفق حافة المنتج. تُراجع ملاءمته للسطح وطريقة التعبئة قبل الاستخدام. البيانات المحددة لهذا الصنف: اللون: أزرق.,"[{""key"": ""color"", ""label"": ""اللون"", ""value"": ""أزرق""}]","[""حماية حواف المنتجات""]",Polietilen köşe koruyucu — Mavi,Köşe ve kenar koruması için polietilen profil.,Profil şekli ve ölçüsü ürün kenarına göre seçilir. Yüzeye ve paketleme yöntemine uygunluğu kullanımdan önce kontrol edilmelidir. Bu ürün için belirtilen bilgiler: Renk: Mavi.,"[{""key"": ""color"", ""label"": ""Renk"", ""value"": ""Mavi""}]","[""Ürün kenarlarını koruma""]",Polyethylene edge protector — Blue,Polyethylene profile for corner and edge protection.,Select profile shape and size to match the product edge. Check compatibility with the surface and packing method before use. Details specified for this item: Colour: Blue.,"[{""key"": ""color"", ""label"": ""Colour"", ""value"": ""Blue""}]","[""Product edge protection""]",Полиетиленов защитен ъгъл — Синьо,Полиетиленов профил за защита на ъгли и ръбове.,Формата и размерът на профила се избират според ръба на изделието. Проверете съвместимостта с повърхността и метода на опаковане. Посочени данни за артикула: Цвят: Синьо.,"[{""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Синьо""}]","[""Защита на ръбове на изделия""]"
ps-7f0608cb9c3c49f79cf9e4fa71770328,masking-white-36mm-35m-7f0608cb,adhesive-tapes,product,,masking-white-36mm-35m-7f0608cb.webp,images/products/masking-white-36mm-35m-7f0608cb.webp,ready,on_request,,,,شريط ماسكينج — 36 مم · 35 م · أبيض,شريط ورقي لعمليات التغطية المؤقتة وتحديد الحواف.,يُستخدم بحسب ملاءمته للسطح ونوع الطلاء. تُختبر الإزالة ومدة البقاء وحدود الحرارة قبل التطبيق، إذ تختلف حسب الصنف. البيانات المحددة لهذا الصنف: العرض: 36 مم; الطول: 35 م; اللون: أبيض.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""36 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""35 م""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""أبيض""}]","[""تغطية الحواف أثناء أعمال الطلاء""]",Maskeleme bandı — 36 mm · 35 m · Beyaz,Geçici maskeleme ve kenar belirleme için kâğıt bant.,"Yüzey ve boya türüne uygunluğu kontrol edilerek kullanılır. Sökülme, yüzeyde kalma süresi ve sıcaklık sınırları ürüne göre değiştiğinden uygulama öncesinde test edilmelidir. Bu ürün için belirtilen bilgiler: Genişlik: 36 mm; Uzunluk: 35 m; Renk: Beyaz.","[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""36 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""35 m""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Beyaz""}]","[""Boya işlerinde kenar maskeleme""]",Masking tape — 36 mm · 35 m · White,Paper tape for temporary masking and edge definition.,"Use according to surface and coating compatibility. Test removal, dwell time and temperature limits before application, as these vary by item. Details specified for this item: Width: 36 mm; Length: 35 m; Colour: White.","[{""key"": ""width"", ""label"": ""Width"", ""value"": ""36 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""35 m""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""White""}]","[""Edge masking during painting""]",Хартиена маскираща лента — 36 mm · 35 m · Бяло,Хартиена лента за временно маскиране и оформяне на ръбове.,"Използва се според съвместимостта с повърхността и боята. Отстраняването, времето на престой и температурните граници се проверяват предварително за конкретния артикул. Посочени данни за артикула: Ширина: 36 mm; Дължина: 35 m; Цвят: Бяло.","[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""36 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""35 m""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Бяло""}]","[""Маскиране на ръбове при боядисване""]"
ps-fef90a50dd96499b814c225d48dc8122,masking-white-18mm-25m-fef90a50,adhesive-tapes,product,,masking-white-18mm-25m-fef90a50.webp,images/products/masking-white-18mm-25m-fef90a50.webp,ready,on_request,,,,شريط ماسكينج — 18 مم · 25 م · أبيض,شريط ورقي لعمليات التغطية المؤقتة وتحديد الحواف.,يُستخدم بحسب ملاءمته للسطح ونوع الطلاء. تُختبر الإزالة ومدة البقاء وحدود الحرارة قبل التطبيق، إذ تختلف حسب الصنف. البيانات المحددة لهذا الصنف: العرض: 18 مم; الطول: 25 م; اللون: أبيض.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""18 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""25 م""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""أبيض""}]","[""تغطية الحواف أثناء أعمال الطلاء""]",Maskeleme bandı — 18 mm · 25 m · Beyaz,Geçici maskeleme ve kenar belirleme için kâğıt bant.,"Yüzey ve boya türüne uygunluğu kontrol edilerek kullanılır. Sökülme, yüzeyde kalma süresi ve sıcaklık sınırları ürüne göre değiştiğinden uygulama öncesinde test edilmelidir. Bu ürün için belirtilen bilgiler: Genişlik: 18 mm; Uzunluk: 25 m; Renk: Beyaz.","[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""18 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Beyaz""}]","[""Boya işlerinde kenar maskeleme""]",Masking tape — 18 mm · 25 m · White,Paper tape for temporary masking and edge definition.,"Use according to surface and coating compatibility. Test removal, dwell time and temperature limits before application, as these vary by item. Details specified for this item: Width: 18 mm; Length: 25 m; Colour: White.","[{""key"": ""width"", ""label"": ""Width"", ""value"": ""18 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""White""}]","[""Edge masking during painting""]",Хартиена маскираща лента — 18 mm · 25 m · Бяло,Хартиена лента за временно маскиране и оформяне на ръбове.,"Използва се според съвместимостта с повърхността и боята. Отстраняването, времето на престой и температурните граници се проверяват предварително за конкретния артикул. Посочени данни за артикула: Ширина: 18 mm; Дължина: 25 m; Цвят: Бяло.","[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""18 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Бяло""}]","[""Маскиране на ръбове при боядисване""]"
ps-55075584b8be485b8815c1e6c0c6af15,masking-white-19mm-25m-55075584,adhesive-tapes,product,,masking-white-19mm-25m-55075584.webp,images/products/masking-white-19mm-25m-55075584.webp,ready,on_request,,,,شريط ماسكينج — 19 مم · 25 م · أبيض,شريط ورقي لعمليات التغطية المؤقتة وتحديد الحواف.,يُستخدم بحسب ملاءمته للسطح ونوع الطلاء. تُختبر الإزالة ومدة البقاء وحدود الحرارة قبل التطبيق، إذ تختلف حسب الصنف. البيانات المحددة لهذا الصنف: العرض: 19 مم; الطول: 25 م; اللون: أبيض.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""19 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""25 م""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""أبيض""}]","[""تغطية الحواف أثناء أعمال الطلاء""]",Maskeleme bandı — 19 mm · 25 m · Beyaz,Geçici maskeleme ve kenar belirleme için kâğıt bant.,"Yüzey ve boya türüne uygunluğu kontrol edilerek kullanılır. Sökülme, yüzeyde kalma süresi ve sıcaklık sınırları ürüne göre değiştiğinden uygulama öncesinde test edilmelidir. Bu ürün için belirtilen bilgiler: Genişlik: 19 mm; Uzunluk: 25 m; Renk: Beyaz.","[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""19 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Beyaz""}]","[""Boya işlerinde kenar maskeleme""]",Masking tape — 19 mm · 25 m · White,Paper tape for temporary masking and edge definition.,"Use according to surface and coating compatibility. Test removal, dwell time and temperature limits before application, as these vary by item. Details specified for this item: Width: 19 mm; Length: 25 m; Colour: White.","[{""key"": ""width"", ""label"": ""Width"", ""value"": ""19 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""White""}]","[""Edge masking during painting""]",Хартиена маскираща лента — 19 mm · 25 m · Бяло,Хартиена лента за временно маскиране и оформяне на ръбове.,"Използва се според съвместимостта с повърхността и боята. Отстраняването, времето на престой и температурните граници се проверяват предварително за конкретния артикул. Посочени данни за артикула: Ширина: 19 mm; Дължина: 25 m; Цвят: Бяло.","[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""19 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Бяло""}]","[""Маскиране на ръбове при боядисване""]"
ps-11c173cea85b43c8a684e0298a8dc446,masking-white-36mm-25m-11c173ce,adhesive-tapes,product,,masking-white-36mm-25m-11c173ce.webp,images/products/masking-white-36mm-25m-11c173ce.webp,ready,on_request,,,,شريط ماسكينج — 36 مم · 25 م · أبيض,شريط ورقي لعمليات التغطية المؤقتة وتحديد الحواف.,يُستخدم بحسب ملاءمته للسطح ونوع الطلاء. تُختبر الإزالة ومدة البقاء وحدود الحرارة قبل التطبيق، إذ تختلف حسب الصنف. البيانات المحددة لهذا الصنف: العرض: 36 مم; الطول: 25 م; اللون: أبيض.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""36 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""25 م""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""أبيض""}]","[""تغطية الحواف أثناء أعمال الطلاء""]",Maskeleme bandı — 36 mm · 25 m · Beyaz,Geçici maskeleme ve kenar belirleme için kâğıt bant.,"Yüzey ve boya türüne uygunluğu kontrol edilerek kullanılır. Sökülme, yüzeyde kalma süresi ve sıcaklık sınırları ürüne göre değiştiğinden uygulama öncesinde test edilmelidir. Bu ürün için belirtilen bilgiler: Genişlik: 36 mm; Uzunluk: 25 m; Renk: Beyaz.","[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""36 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Beyaz""}]","[""Boya işlerinde kenar maskeleme""]",Masking tape — 36 mm · 25 m · White,Paper tape for temporary masking and edge definition.,"Use according to surface and coating compatibility. Test removal, dwell time and temperature limits before application, as these vary by item. Details specified for this item: Width: 36 mm; Length: 25 m; Colour: White.","[{""key"": ""width"", ""label"": ""Width"", ""value"": ""36 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""White""}]","[""Edge masking during painting""]",Хартиена маскираща лента — 36 mm · 25 m · Бяло,Хартиена лента за временно маскиране и оформяне на ръбове.,"Използва се според съвместимостта с повърхността и боята. Отстраняването, времето на престой и температурните граници се проверяват предварително за конкретния артикул. Посочени данни за артикула: Ширина: 36 mm; Дължина: 25 m; Цвят: Бяло.","[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""36 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Бяло""}]","[""Маскиране на ръбове при боядисване""]"
ps-89293678b1984b43acb2ba0345cce7d1,masking-cream-45mm-35m-89293678,adhesive-tapes,product,,masking-cream-45mm-35m-89293678.webp,images/products/masking-cream-45mm-35m-89293678.webp,ready,on_request,,,,شريط ماسكينج — 45 مم · 35 م · كريمي,شريط ورقي لعمليات التغطية المؤقتة وتحديد الحواف.,يُستخدم بحسب ملاءمته للسطح ونوع الطلاء. تُختبر الإزالة ومدة البقاء وحدود الحرارة قبل التطبيق، إذ تختلف حسب الصنف. البيانات المحددة لهذا الصنف: العرض: 45 مم; الطول: 35 م; اللون: كريمي.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""45 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""35 م""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""كريمي""}]","[""تغطية الحواف أثناء أعمال الطلاء""]",Maskeleme bandı — 45 mm · 35 m · Krem,Geçici maskeleme ve kenar belirleme için kâğıt bant.,"Yüzey ve boya türüne uygunluğu kontrol edilerek kullanılır. Sökülme, yüzeyde kalma süresi ve sıcaklık sınırları ürüne göre değiştiğinden uygulama öncesinde test edilmelidir. Bu ürün için belirtilen bilgiler: Genişlik: 45 mm; Uzunluk: 35 m; Renk: Krem.","[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""45 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""35 m""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Krem""}]","[""Boya işlerinde kenar maskeleme""]",Masking tape — 45 mm · 35 m · Cream,Paper tape for temporary masking and edge definition.,"Use according to surface and coating compatibility. Test removal, dwell time and temperature limits before application, as these vary by item. Details specified for this item: Width: 45 mm; Length: 35 m; Colour: Cream.","[{""key"": ""width"", ""label"": ""Width"", ""value"": ""45 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""35 m""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""Cream""}]","[""Edge masking during painting""]",Хартиена маскираща лента — 45 mm · 35 m · Кремаво,Хартиена лента за временно маскиране и оформяне на ръбове.,"Използва се според съвместимостта с повърхността и боята. Отстраняването, времето на престой и температурните граници се проверяват предварително за конкретния артикул. Посочени данни за артикула: Ширина: 45 mm; Дължина: 35 m; Цвят: Кремаво.","[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""45 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""35 m""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Кремаво""}]","[""Маскиране на ръбове при боядисване""]"
ps-c5c2e6ccd4d047c1818a4dd5d26ebb69,masking-cream-48mm-25m-c5c2e6cc,adhesive-tapes,product,,masking-cream-48mm-25m-c5c2e6cc.webp,images/products/masking-cream-48mm-25m-c5c2e6cc.webp,ready,on_request,,,,شريط ماسكينج — 48 مم · 25 م · كريمي,شريط ورقي لعمليات التغطية المؤقتة وتحديد الحواف.,يُستخدم بحسب ملاءمته للسطح ونوع الطلاء. تُختبر الإزالة ومدة البقاء وحدود الحرارة قبل التطبيق، إذ تختلف حسب الصنف. البيانات المحددة لهذا الصنف: العرض: 48 مم; الطول: 25 م; اللون: كريمي.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""48 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""25 م""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""كريمي""}]","[""تغطية الحواف أثناء أعمال الطلاء""]",Maskeleme bandı — 48 mm · 25 m · Krem,Geçici maskeleme ve kenar belirleme için kâğıt bant.,"Yüzey ve boya türüne uygunluğu kontrol edilerek kullanılır. Sökülme, yüzeyde kalma süresi ve sıcaklık sınırları ürüne göre değiştiğinden uygulama öncesinde test edilmelidir. Bu ürün için belirtilen bilgiler: Genişlik: 48 mm; Uzunluk: 25 m; Renk: Krem.","[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""48 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Krem""}]","[""Boya işlerinde kenar maskeleme""]",Masking tape — 48 mm · 25 m · Cream,Paper tape for temporary masking and edge definition.,"Use according to surface and coating compatibility. Test removal, dwell time and temperature limits before application, as these vary by item. Details specified for this item: Width: 48 mm; Length: 25 m; Colour: Cream.","[{""key"": ""width"", ""label"": ""Width"", ""value"": ""48 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""Cream""}]","[""Edge masking during painting""]",Хартиена маскираща лента — 48 mm · 25 m · Кремаво,Хартиена лента за временно маскиране и оформяне на ръбове.,"Използва се според съвместимостта с повърхността и боята. Отстраняването, времето на престой и температурните граници се проверяват предварително за конкретния артикул. Посочени данни за артикула: Ширина: 48 mm; Дължина: 25 m; Цвят: Кремаво.","[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""48 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""25 m""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Кремаво""}]","[""Маскиране на ръбове при боядисване""]"
ps-5ccd4bb2cf924d52902ea8576c8fb55f,masking-green-48mm-30m-5ccd4bb2,adhesive-tapes,product,,masking-green-48mm-30m-5ccd4bb2.webp,images/products/masking-green-48mm-30m-5ccd4bb2.webp,ready,on_request,,,,شريط ماسكينج — 48 مم · 30 م · أخضر,شريط ورقي لعمليات التغطية المؤقتة وتحديد الحواف.,يُستخدم بحسب ملاءمته للسطح ونوع الطلاء. تُختبر الإزالة ومدة البقاء وحدود الحرارة قبل التطبيق، إذ تختلف حسب الصنف. البيانات المحددة لهذا الصنف: العرض: 48 مم; الطول: 30 م; اللون: أخضر.,"[{""key"": ""width"", ""label"": ""العرض"", ""value"": ""48 مم""}, {""key"": ""length"", ""label"": ""الطول"", ""value"": ""30 م""}, {""key"": ""color"", ""label"": ""اللون"", ""value"": ""أخضر""}]","[""تغطية الحواف أثناء أعمال الطلاء""]",Maskeleme bandı — 48 mm · 30 m · Yeşil,Geçici maskeleme ve kenar belirleme için kâğıt bant.,"Yüzey ve boya türüne uygunluğu kontrol edilerek kullanılır. Sökülme, yüzeyde kalma süresi ve sıcaklık sınırları ürüne göre değiştiğinden uygulama öncesinde test edilmelidir. Bu ürün için belirtilen bilgiler: Genişlik: 48 mm; Uzunluk: 30 m; Renk: Yeşil.","[{""key"": ""width"", ""label"": ""Genişlik"", ""value"": ""48 mm""}, {""key"": ""length"", ""label"": ""Uzunluk"", ""value"": ""30 m""}, {""key"": ""color"", ""label"": ""Renk"", ""value"": ""Yeşil""}]","[""Boya işlerinde kenar maskeleme""]",Masking tape — 48 mm · 30 m · Green,Paper tape for temporary masking and edge definition.,"Use according to surface and coating compatibility. Test removal, dwell time and temperature limits before application, as these vary by item. Details specified for this item: Width: 48 mm; Length: 30 m; Colour: Green.","[{""key"": ""width"", ""label"": ""Width"", ""value"": ""48 mm""}, {""key"": ""length"", ""label"": ""Length"", ""value"": ""30 m""}, {""key"": ""color"", ""label"": ""Colour"", ""value"": ""Green""}]","[""Edge masking during painting""]",Хартиена маскираща лента — 48 mm · 30 m · Зелено,Хартиена лента за временно маскиране и оформяне на ръбове.,"Използва се според съвместимостта с повърхността и боята. Отстраняването, времето на престой и температурните граници се проверяват предварително за конкретния артикул. Посочени данни за артикула: Ширина: 48 mm; Дължина: 30 m; Цвят: Зелено.","[{""key"": ""width"", ""label"": ""Ширина"", ""value"": ""48 mm""}, {""key"": ""length"", ""label"": ""Дължина"", ""value"": ""30 m""}, {""key"": ""color"", ""label"": ""Цвят"", ""value"": ""Зелено""}]","[""Маскиране на ръбове при боядисване""]"
